RU000A0JXK99,ТрансФин-М ПАО 001P-02,ТрансФ1P02,TransFin-M 001P-02,1000.0,SUR,2017-03-06,RU000A0JXK99,689874,stock_bonds,2027-02-22,37.4,,exchange_bond
RU000A101U61,Минфин Ульяновской обл. 35002,Ульоб35002,Ulyanovskaya oblast 35002,1000.0,SUR,2020-06-26,RU000A101U61,7000000,stock_bonds,2027-06-25,32.91,,subfederal_bond
RU000A1016Z3,ПИК-Корпорация 001Р-02,ПИК К 1P2,PIK-Corporation 001P-02,1000.0,SUR,2019-12-18,RU000A1016Z3,7000000,stock_bonds,2024-12-11,20.57,,exchange_bond
RU000A0JV3Q3,Банк ВТБ (ПАО) БО-30,ВТБ БО-30,Bank VTB BO-30,1000.0,SUR,2014-12-26,RU000A0JV3Q3,10000000,stock_bonds,2024-12-13,18.95,,exchange_bond
RU000A1034P7,Банк ВТБ ПАО СУБ-Т1-5,ВТБСУБТ1-5,Bank VTB SUB-T1-5,1.0E7,SUR,2021-05-26,RU000A1034P7,8750,stock_bonds,,498630.14,,corporate_bond
RU000A103W42,ДОМ.РФ Ипотечный агент БО 1P10,ИАДОМ 1P10,DOM.RF Mortgage agent BO 1P10,1000.0,SUR,2021-10-18,RU000A103W42,3087641,stock_bonds,2031-07-28,19.56,,exchange_bond
RU000A102G76,СберИОС 001Р-383R 5Г СРВП,СберИОС383,SberIOS 001P-383R 5Y RBPP,1000.0,SUR,2020-12-10,RU000A102G76,294653,stock_bonds,2025-12-16,0.5,,exchange_bond
XS2225301725,BCS SP Plc Series 112,BCS12/25-3,BCS SP Plc Series 112,1000.0,EUR,2020-09-01,XS2225301725,10000,stock_bonds,2025-12-30,20.054794,,corporate_bond
RU000A102FV5,Минфин Челябинской обл 35001,Челяб35001,Chelyabinsk region 35001,1000.0,SUR,2020-12-08,RU000A102FV5,7000000,stock_bonds,2027-11-30,14.96,,subfederal_bond
RU000A0JU0N7,ПАО ОТКРЫТИЕ ФК Банк БО-02,ОткрФКББ02,OTKRITIE FK Bank BO-02,1000.0,SUR,2013-09-24,RU000A0JU0N7,24000000,stock_bonds,2025-09-24,0.05,,exchange_bond
RU000A0JUAP1,"""Газпром"" ПАО БО-20",ГазпромБ20,Gazprom BO-20,1000.0,SUR,2013-11-27,RU000A0JUAP1,15000000,stock_bonds,2043-10-21,41.88,,exchange_bond
RU000A0JWGV2,Почта России (АО) БО-02,ПочтаРосБ2,Russian Post BO-02,1000.0,SUR,2016-05-19,RU000A0JWGV2,5000000,stock_bonds,2026-05-07,41.88,,exchange_bond
RU000A0ZZ1H2,ОГК-2 ПАО БО 001P-03R,ОГК-2 1P3R,OGK-2 BO 001P-03R,1000.0,SUR,2018-04-06,RU000A0ZZ1H2,5000000,stock_bonds,2023-03-31,0.5,,exchange_bond
RU000A103F27,Центральная ППК П01-БО-03,ЦППК 1P-03,Central EPC 1P-03,1000.0,SUR,2021-07-21,RU000A103F27,7000000,stock_bonds,2024-07-17,47.37,,exchange_bond
RU000A0ZZ1F6,КарМани БО-1-2,КарМаниБ2,KarMani B-1-2,1000.0,SUR,2018-04-06,RU000A0ZZ1F6,300000,stock_bonds,2023-05-10,12.32,,exchange_bond
RU000A1043J1,Славнефть БО 002Р-03,Славнеф2Р3,SLAVNEFT 002P-03,1000.0,SUR,2021-11-23,RU000A1043J1,15000000,stock_bonds,2031-11-11,22.41,,exchange_bond
RU000A100ZB9,ДОМ.РФ Ипотечный агент 10-002P,ИА ДОМ10P2,DOM.RF Mortgage agent 10-002P,461.8,SUR,2019-10-30,RU000A100ZB9,95652798,stock_bonds,2049-09-28,3.43,,corporate_bond
RU000A1016Y6,МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П08,МКБ П08,CREDIT BANK OF MOSCOW P08,1000.0,SUR,2019-12-19,RU000A1016Y6,599740,stock_bonds,2022-12-19,25.5,,exchange_bond
RU000A101TT2,РЖД 001Б-01,РЖД 1Б-01,RZD 001B-01,1000.0,SUR,2020-06-26,RU000A101TT2,30000000,stock_bonds,,32.66,,corporate_bond
RU000A103RJ3,Первое кол.бюро НАО 001Р-02,ПКБ 1Р-02,First Collection Bureau 1P-02,1000.0,SUR,2021-09-24,RU000A103RJ3,1500000,stock_bonds,2025-09-19,26.8,,exchange_bond
RU000A0ZYXV9,Газпром нефть БО 001Р-06R,Газпнф1P6R,Gazprom Neft 001P-06R,1000.0,SUR,2018-03-15,RU000A0ZYXV9,25000000,stock_bonds,2024-03-07,35.9,,exchange_bond
US912810FS25,Government of the USA 15/01/26,UST-26_4,Government of the USA 15/01/26,100.0,USD,2006-01-31,US912810FS25,100000000,stock_bonds,2026-01-15,0.0,,ofz_bond
RU000A0ZZWQ8,Концессии водснаб Саратов 01,КВС об. 01,LLC KVS 01,1000.0,SUR,2018-12-06,RU000A0ZZWQ8,1150000,stock_bonds,2033-12-02,69.81,,corporate_bond
RU000A100UY2,СберИОС 001Р-144R 48m РуАк 105,СберИОС144,SberIOS 001P-144R 48m RuSt 105,1000.0,SUR,2019-09-24,RU000A100UY2,137221,stock_bonds,2023-09-25,31.0,,exchange_bond
XS2124187571,Gaz Finance Plc 3.25 25/02/30,GAZ-30,Gaz Finance Plc 3.25 25/02/30,1000.0,USD,2020-02-25,XS2124187571,2000000,stock_bonds,2030-02-25,16.25,,corporate_bond
RU000A0JX9X4,"ПАО ""АНК ""Башнефть""БО-001P-03R",БашнфБ1P3R,Bashneft ANK BO-001P-03R,1000.0,SUR,2017-01-30,RU000A0JX9X4,5000000,stock_bonds,2024-01-22,46.87,,exchange_bond
RU000A0ZYCM2,Красноярский край  обл.13,КрасЯрКр13,Krasnoyarsk reg.- 34013,1000.0,SUR,2017-10-12,RU000A0ZYCM2,10000000,stock_bonds,2024-10-03,19.57,,subfederal_bond
RU000A100DX0,ГПБ (АО) БО 001Р-10Р,ГПБ001P10P,Gazprombank BO 001P-10P,1000.0,SUR,2019-05-29,RU000A100DX0,5000000,stock_bonds,2021-11-29,42.35,,exchange_bond
RU000A0JV3R1,"""Россельхозбанк"" (АО) БО-15",РСХБ БО15,Rosselhozbank BO-15,1000.0,SUR,2014-12-26,RU000A0JV3R1,5000000,stock_bonds,2024-12-13,13.21,,exchange_bond
RU000A101327,СберИОС 001Р-157R 42M S&P_ROT,СберИОС157,SberIOS 001P-157R 42M S&P_ROT,1000.0,SUR,2019-11-21,RU000A101327,40992,stock_bonds,2023-05-22,0.35,,exchange_bond
RU000A1021L3,Группа Астон обК02,Группа Астон обК02,Gruppa Aston obK02,1000.0,RUB,,RU000A1021L3,150000000,stock_bonds,2022-08-17,47.37,,non_exchange_bond
RU000A0JSQ58,"""ФСК ЕЭС""(ПАО)-обл. сер.22",ФСК ЕЭС-22,FSK EES 22,1000.0,SUR,2012-08-08,RU000A0JSQ58,10000000,stock_bonds,2027-07-21,42.48,,corporate_bond
RU000A101GZ6,Уралкалий ПАО ПБО-06-P,УрКаПБО6P,Uralkali PBO-06-P,1000.0,SUR,2020-03-03,RU000A101GZ6,30000000,stock_bonds,2025-02-25,34.16,,exchange_bond
RU000A101CR2,СберИОС 001Р-216R 42M CDX 90%,СберИОС216,SberIOS 001P-216R 42M CDX 90%,1000.0,SUR,2020-01-28,RU000A101CR2,1799770,stock_bonds,2023-08-03,47.5,,exchange_bond
XS2242762651,BCS SP Plc Series 2020-28,BCSALORPT2,BCS SP Plc Series 2020-28,100000.0,SUR,2020-10-09,XS2242762651,1000,stock_bonds,2023-11-20,0.0,,corporate_bond
XS2158465802,BCS SP Plc Series 90,BCS05/23-2,BCS SP Plc Series 90,1250.0,USD,2020-04-16,XS2158465802,1600,stock_bonds,2023-05-17,,,corporate_bond
RU000A0JWGW0,Концессии водоснабжения ООО 02,КонцесВ 02,Koncessii vodosnabjeniya 02,769.24,SUR,2016-05-19,RU000A0JWGW0,1900000,stock_bonds,2031-03-17,68.35,,corporate_bond
RU000A101PK9,ЕАБР БО 001P-07,ЕАБР 1P-07,Eurasian Develop Bank 1P-07,1000.0,SUR,2020-05-28,RU000A101PK9,10000000,stock_bonds,2024-05-23,14.71,,exchange_bond
RU000A1030F6,Райффайзенбанк БРО-02,Райфб БР02,Raiffeisenbank BPO-02,1000.0,SUR,2021-04-20,RU000A1030F6,61098,stock_bonds,2024-04-22,0.05,,exchange_bond
RU000A0ZZSJ1,Сбербанк ПАО ИОС 001P-36R,СберИОС36,Sberbank IOS 001P-36R,1000.0,SUR,2018-11-08,RU000A0ZZSJ1,663984,stock_bonds,2022-05-18,47.6,,exchange_bond
RU000A0ZZX35,ПР-Лизинг ООО БО 001Р-02,ПР-Лиз 1P2,PR-Leasing LLC BO 001P-02,1000.0,SUR,2018-12-10,RU000A0ZZX35,150000,stock_bonds,2021-12-06,26.18,,exchange_bond
RU000A0ZYU05,РЖД БО 001Р-05R,РЖД 1Р-05R,RZD BO 1P-05R,1000.0,SUR,2018-02-20,RU000A0ZYU05,20000000,stock_bonds,2033-02-01,36.4,,exchange_bond
RU000A0ZZ9W4,Уралкалий ПАО ПБО-04-P,УрКаПБО4P,Uralkali PBO-04-P,1000.0,SUR,2018-06-15,RU000A0ZZ9W4,15000000,stock_bonds,2023-06-09,38.39,,exchange_bond
RU000A100E88,Федерал пассажир комп 001Р-06,ФПК 1P-06,FPC 1P-06,1000.0,SUR,2019-06-03,RU000A100E88,8000000,stock_bonds,2029-05-21,41.88,,exchange_bond
RU000A0JWH87,"ПАО ""АНК ""Башнефть"" БО-02",БашнфтБО2,Bashneft ANK BO-02,1000.0,SUR,2016-05-24,RU000A0JWH87,10000000,stock_bonds,2026-05-12,52.36,,exchange_bond
XS2276567604,BCS SP Plc Series 137,BCS04/24-2,BCS SP Plc Series 137,1250.0,USD,2020-12-17,XS2276567604,4000,stock_bonds,2024-04-30,0.0,,corporate_bond
RU000A101TS4,Джи-групп 001P-01,Джи-гр 1Р1,G-group 001P-01,1000.0,SUR,2020-06-22,RU000A101TS4,1000000,stock_bonds,2023-06-19,31.16,,exchange_bond
XS2260424580,BCS SP Plc Series 2020-32,BCS GMf9,BCS SP Plc Series 2020-32,1250.0,USD,2020-11-20,XS2260424580,8000,stock_bonds,2025-11-20,30.99,,corporate_bond
RU000A0JWGS8,РОСБАНК ПАО обл. БО-20,РосбанкБ20,Rosbank BO-20,1000.0,SUR,2016-05-18,RU000A0JWGS8,5000000,stock_bonds,2026-05-18,4.96,,exchange_bond
RU000A0ZYH93,Новосибирск  мун.обл. 2017,Новсиб 9об,Novosibirsk 9,900.0,SUR,2017-11-29,RU000A0ZYH93,5000000,stock_bonds,2027-11-27,17.42,,municipal_bond
RU000A103W26,РГ Лизинг 1P1,РГ Лиз 1P1,RG Leasing 1P1,1000.0,SUR,2021-10-18,RU000A103W26,3000000,stock_bonds,2026-10-12,49.86,,exchange_bond
XS2363250833,Gaz Finance Plc 3.5 14/07/31,GAZ-31,Gaz Finance Plc 3.5 14/07/31,1000.0,USD,2021-07-14,XS2363250833,1000000,stock_bonds,2031-07-14,17.5,,corporate_bond
RU000A0ZYCP5,ПАО НК Роснефть 001P-08,Роснфт1P8,Rosneft  001P-08,1000.0,SUR,2017-10-12,RU000A0ZYCP5,100000000,stock_bonds,2027-09-30,34.16,,exchange_bond
RU000A1025S9,СберИОС 001Р-346R 5Y ТЕХ,СберИОС346,SberIOS 001P-346R 5Y TECH,1000.0,SUR,2020-10-16,RU000A1025S9,728204,stock_bonds,2025-10-23,0.5,,exchange_bond
RU000A102SN5,МСБ-Лизинг 002P-04,МСБЛиз2P04,MSBLeasing 002P-04,900.01,SUR,2021-02-25,RU000A102SN5,100000,stock_bonds,2024-02-10,8.32,,exchange_bond
RU000A103VQ0,СберИОС 001Р-480R 7Г СШАМ ИНД,СберИОС480,SberIOS 001P-480R 7Y USAM IND,1000.0,SUR,2021-10-28,RU000A103VQ0,293048,stock_bonds,2028-11-02,0.7,,exchange_bond
RU000A1016X8,МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П09,МКБ П09,CREDIT BANK OF MOSCOW P09,1000.0,SUR,2019-12-19,RU000A1016X8,899079,stock_bonds,2022-12-19,15.5,,exchange_bond
RU000A101798,ИНГРАД 002P-01,ИНГРАД 2P1,INGRAD 002P-01,1000.0,SUR,2019-12-19,RU000A101798,20000000,stock_bonds,2029-12-06,39.89,,exchange_bond
RU000A103976,СберИОС 001Р-416R 7Г ВЗР ИНД,СберИОС416,SberIOS 001P-416R 7Y AGE IND,1000.0,SUR,2021-06-29,RU000A103976,71480,stock_bonds,2028-07-05,0.7,,exchange_bond
XS2325702459,BCS SP Plc Series 158,BCS05/26-2,BCS SP Plc Series 158,1250.0,USD,2021-03-30,XS2325702459,8000,stock_bonds,2026-05-08,0.0,,corporate_bond
RU000A101LB7,СберИОС 001Р-245R 5Г БТЕХ ИНД,СберИОС245,SberIOS 001P-245R 5Y BTECH IND,1000.0,SUR,2020-04-30,RU000A101LB7,1754454,stock_bonds,2025-05-07,0.5,,exchange_bond
RU000A102G50,Восточная Стивидор.Ком 1P-01R,ВСК 1P-01R,Vostochnaya Stevedoring 1P-01R,1000.0,SUR,2020-12-09,RU000A102G50,5000000,stock_bonds,2025-12-03,32.66,,exchange_bond
SU26234RMFS3,ОФЗ-ПД 26234 16/07/2025,ОФЗ 26234,OFZ-PD 26234,1000.0,SUR,2020-06-03,RU000A101QE0,500000000,stock_bonds,2025-07-16,22.44,,ofz_bond
RU000A100E70,ТаксовичкоФ БО-П01,ТаксФ БП1,Taxovichkof BO-P01,2500.0,SUR,2019-06-03,RU000A100E70,15000,stock_bonds,2022-05-18,30.82,,exchange_bond
RU000A103AG5,СберИОС 001Р-452R 18М РТС ДГТЛ,СберИОС452,SberIOS 001P-452R 18M RTS DGTL,1000.0,SUR,2021-07-29,RU000A103AG5,10829,stock_bonds,2023-02-06,0.15,,exchange_bond
SU26209RMFS5,ОФЗ-ПД 26209 20/07/22,ОФЗ 26209,OFZ-PD 26209,1000.0,SUR,2012-08-01,RU000A0JSMA2,403881815,stock_bonds,2022-07-20,37.9,,ofz_bond
RU000A102FT9,АФК Система БО 001P-17,Систем1P17,Sistema PJSFC 001P-17,1000.0,SUR,2020-12-07,RU000A102FT9,14000000,stock_bonds,2030-11-25,33.66,,exchange_bond
RU000A101CQ4,СУЭК-Финанс 001Р-05R,СУЭК-Ф1P5R,SUEK-Finance 001P-05R,1000.0,SUR,2020-01-29,RU000A101CQ4,30000000,stock_bonds,2030-01-16,34.41,,exchange_bond
RU000A103VP2,СберИОС 001Р-479R 5Г РБЧ-М,СберИОС479,SberIOS 001P-479R 5Y RBC-M,1000.0,SUR,2021-10-28,RU000A103VP2,672621,stock_bonds,2026-11-03,0.5,,exchange_bond
RU000A0ZZSK9,Сбербанк ПАО ИОС 001P-37R,СберИОС37,Sberbank IOS 001P-37R,1000.0,SUR,2018-11-08,RU000A0ZZSK9,127915,stock_bonds,2022-05-18,0.35,,exchange_bond
RU000A0JUAN6,"""Газпром"" ПАО БО-19",ГазпромБ19,GazpromBO-19,1000.0,SUR,2013-11-27,RU000A0JUAN6,15000000,stock_bonds,2043-10-21,41.88,,exchange_bond
RU000A1025R1,СберИОС 001Р-345R 5Y ТЕХ,СберИОС345,SberIOS 001P-345R 5Y TECH,1000.0,SUR,2020-10-16,RU000A1025R1,1666456,stock_bonds,2025-10-23,0.5,,exchange_bond
XS2205319705,BCS SP Plc Series 2020-20,BCS GMf7,BCS SP Plc Series 2020-20,1000.0,EUR,2020-07-15,XS2205319705,10000,stock_bonds,2025-09-25,29.75,,corporate_bond
RU000A100451,Сбербанк ПАО ИОС 001P-61R,СберИОС61,Sberbank IOS 001P-61R,1000.0,SUR,2019-02-19,RU000A100451,920441,stock_bonds,2022-08-29,47.6,,exchange_bond
RU000A103AF7,СберИОС 001Р-450R 5Y СМШ,СберИОС450,SberIOS 001P-450R 5Y MIX,1000.0,SUR,2021-07-13,RU000A103AF7,553275,stock_bonds,2026-07-20,0.5,,exchange_bond
RU000A101XZ1,Банк ВТБ (ПАО) Б-1-103,ВТБ Б1-103,Bank VTB B-1-103,1000.0,SUR,2020-08-18,RU000A101XZ1,306287,stock_bonds,2022-08-16,0.05,,exchange_bond
RU000A1016W0,МОСКОВСКИЙ КРЕДИТНЫЙ БАНК П10,МКБ П10,CREDIT BANK OF MOSCOW P10,1000.0,SUR,2019-12-19,RU000A1016W0,97054,stock_bonds,2022-12-19,0.1,,exchange_bond
RU000A101780,РОСЭКСИМБАНК 002P-01,РСЭКСМБ2Р1,EXIMBANK OF RUSSIA 002P-01,1000.0,SUR,2019-12-19,RU000A101780,10000000,stock_bonds,2029-12-06,34.41,,exchange_bond
RU000A1043H5,СберИОС 001Р-492R 5Г GAZP,СберИОС492,SberIOS 001P-492R 5Y GAZP,1000.0,SUR,2021-11-30,RU000A1043H5,1000000,stock_bonds,2026-11-27,0.0,,exchange_bond
RU000A100MG6,"""Сэтл-Групп"" ООО БО-001P-02",СэтлГрБ1P2,Setl-Grupp BO-001P-02,1000.0,SUR,2019-07-23,RU000A100MG6,5000000,stock_bonds,2023-01-17,26.8,,exchange_bond
RU000A102SM7,СДЭК Глобал БО-П01,СДЭКГлБП01,CDEK Global BO-P01,1000.0,SUR,2021-02-25,RU000A102SM7,500000,stock_bonds,2027-02-24,7.81,,exchange_bond
RU000A0JVUS1,РЕСО-Лизинг ООО БО-3,РЕСОЛизБ03,RESO-Lizing B03,1000.0,SUR,2015-10-16,RU000A0JVUS1,3000000,stock_bonds,2025-10-03,33.41,,exchange_bond
RU000A101U38,Промсвязьбанк 003P-01,Промсвб3P1,Promsvyazbank 003P-01,1000.0,SUR,2020-06-25,RU000A101U38,10000000,stock_bonds,2022-06-23,29.17,,exchange_bond
RU000A1034M4,ВсеИнструменты.ру ООО БО-04,ВсИнстрБО4,VseInstrumenti.ru LLC BO-04,1000.0,SUR,2021-05-24,RU000A1034M4,1000000,stock_bonds,2024-05-20,24.43,,exchange_bond
RU000A1038U8,Сбербанк ПАО 001Р-SBER28,Сбер Sb28R,Sber 001P-SBER28,1000.0,SUR,2021-06-21,RU000A1038U8,15000000,stock_bonds,2026-06-15,36.9,,exchange_bond
RU000A103968,СберИОС 001Р-401R 5Г SBERESGR,СберИОС401,SberIOS 001P-401R 5Y SBERESGR,1000.0,SUR,2021-06-29,RU000A103968,216261,stock_bonds,2026-07-03,0.5,,exchange_bond
RU000A0JWTN2,Ростелеком ПАО 001P-01R,Ростел1P1R,Rostelecom 001P-01R,1000.0,SUR,2016-09-22,RU000A0JWTN2,15000000,stock_bonds,2026-09-10,36.4,,exchange_bond
RU000A101TR6,ЭнергоТехСервис 001Р-02,ЭТС 1Р02,Energotekhservice 001P-02,900.0,SUR,2020-06-22,RU000A101TR6,500000,stock_bonds,2023-06-19,26.93,,exchange_bond
RU000A100V87,СберИОС 001Р-150R IMOEX_asn 10,СберИОС150,SberIOS 001P-150R IMOEX_asn 10,1000.0,SUR,2019-10-29,RU000A100V87,411954,stock_bonds,2022-10-28,0.3,,exchange_bond
RU000A101PJ1,Магнит ПАО БО-002Р-03,Магнит2Р03,Magnit BO-002P-03,1000.0,SUR,2020-05-22,RU000A101PJ1,15000000,stock_bonds,2023-05-19,29.42,,exchange_bond
RU000A102FS1,АФК Система БО 001P-16,Систем1P16,Sistema PJSFC 001P-16,1000.0,SUR,2020-12-07,RU000A102FS1,5000000,stock_bonds,2030-11-25,15.21,,exchange_bond
RU000A101H92,Промсвязьбанк ПАО обл.15,Промсвб-15,Promsvyazbank PAO 15,1.0E7,SUR,2020-03-04,RU000A101H92,675,stock_bonds,2040-03-27,62328.77,,corporate_bond
RU000A101GX1,Банк ВТБ (ПАО) Б-1-56,ВТБ Б-1-56,Bank VTB B-1-56,1000.0,SUR,2020-03-03,RU000A101GX1,280076,stock_bonds,2023-02-28,0.05,,exchange_bond
RU000A102BK7,"""О'КЕЙ"" ООО БО 001Р-04",О'КЕЙ Б1Р4,O'KEY LLC BO 001P-04,1000.0,SUR,2020-11-06,RU000A102BK7,5000000,stock_bonds,2030-10-25,18.7,,exchange_bond
XS1533922933,Polyus Finance Plc 23,PGIL-23,Polyus Finance Plc 23,1000.0,USD,2017-02-07,XS1533922933,330007,stock_bonds,2023-02-07,26.25,,corporate_bond
RU000A0JQ5C5,"""НПФ"" ООО об.сер. 01",НПФ 01,NPF 01,1000.0,SUR,2009-05-07,RU000A0JQ5C5,40800,stock_bonds,2029-05-06,1000.55,,corporate_bond
RU000A1043G7,ГК Сегежа 002P-02R,Сегежа2P2R,Segezha Group 002P-02R,1000.0,SUR,2021-11-23,RU000A1043G7,10000000,stock_bonds,2036-11-04,48.37,,exchange_bond
RU000A0JWCM0,"""Трубная Мет.Комп."" ОАО БО-05",ТМК БО-5,TMK BO-05,1000.0,SUR,2016-04-13,RU000A0JWCM0,5000000,stock_bonds,2026-04-01,32.41,,exchange_bond
RU000A0ZYU21,АЛЬФА-БАНК АО БО-40,АЛЬФА БО40,ALFA-BANK BO-40,1000.0,SUR,2018-02-21,RU000A0ZYU21,10000000,stock_bonds,2033-03-04,30.83,,exchange_bond
RU000A103EN3,РЖД БО 001Р-23R,РЖД 1Р-23R,RZD BO 001P-23R,1000.0,SUR,2021-07-19,RU000A103EN3,15000000,stock_bonds,2028-07-10,39.14,,exchange_bond
RU000A101D13,Сегежа Групп 001P-01R,Сегежа1P1R,Segezha Group 001P-01R,1000.0,SUR,2020-01-30,RU000A101D13,10000000,stock_bonds,2023-01-26,35.4,,exchange_bond
RU000A101Q26,АФК Система БО 001P-13,Систем1P13,Sistema PJSFC 001P-13,1000.0,SUR,2020-05-27,RU000A101Q26,15000000,stock_bonds,2030-05-15,32.91,,exchange_bond
RU000A100048,Автодор ГК БО-002Р-02,Автодор2Р2,Russian Highways BO-002P-02,1000.0,SUR,2018-12-27,RU000A100048,17700000,stock_bonds,2021-12-23,36.15,,exchange_bond
RU000A101376,Совкомбанк FIZL1,СовкмFIZL1,Sovkombank FIZL1,1000.0,SUR,2019-11-22,RU000A101376,500000,stock_bonds,2022-11-18,18.7,,exchange_bond
RU000A102T55,МФК ЦФП Об-01,МФК ЦФПО01,CFP MFC B-01,1000.0,SUR,2021-03-02,RU000A102T55,500000,stock_bonds,2024-02-15,11.1,,corporate_bond
RU000A0ZYCR1,ТрансКомплектХолдинг АО Б-П1,ТКХ БП1,TransKomplektHolding BO-P1,1000.0,SUR,2017-10-12,RU000A0ZYCR1,7000000,stock_bonds,2027-09-30,46.87,,exchange_bond
RU000A1025Y7,ФК Открытие обК09,ФК Открытие обК09,FK Otkryitie obK09,1000.0,RUB,,RU000A1025Y7,519830000,stock_bonds,2023-09-28,10.5,,non_exchange_bond
RU000A1021Q2,СберИОС 001Р-310R 5Г ВП,СберИОС310,SberIOS 001P-310R 5Y PP,1000.0,SUR,2020-08-20,RU000A1021Q2,734860,stock_bonds,2025-08-20,0.5,,exchange_bond
RU000A0ZYLC4,"""Газпром нефть"" ПАО 001P-04R",Газпнф1P4R,Gazprom Neft 001P-04R,1000.0,SUR,2017-12-21,RU000A0ZYLC4,10000000,stock_bonds,2024-12-12,38.39,,exchange_bond
RU000A0JVUX1,ИКС 5 ФИНАНС ООО БО-04,ИКС5ФинБО4,IKS 5 FINANCE BO-04,1000.0,SUR,2015-10-20,RU000A0JVUX1,5000000,stock_bonds,2022-10-11,27.67,,exchange_bond
RU000A0JVZA8,Концерн РОССИУМ ООО БО-01,РОССИУМ Б1,Concern ROSSIUM BO-01,1000.0,SUR,2015-11-27,RU000A0JVZA8,20000000,stock_bonds,2025-11-14,47.37,,exchange_bond
RU000A101CX0,СберИОС 001Р-202R 2Y KIDS,СберИОС202,SberIOS 001P-202R 2Y KIDS,1000.0,SUR,2020-02-13,RU000A101CX0,742092,stock_bonds,2022-02-18,0.2,,exchange_bond
RU000A0JW316,ИА АкБарс 2 кл.А,ИА АкБар2А,IA AkBars 2 cl.A,64.98,SUR,2016-01-22,RU000A0JW316,10308852,stock_bonds,2047-10-15,1.64,,corporate_bond
RU000A1034T9,МТС-Банк ПАО 001P-01,МТС-Банк01,MTS-Bank 001P-01,1000.0,SUR,2021-05-26,RU000A1034T9,5000000,stock_bonds,2023-05-24,37.15,,exchange_bond
RU000A103AM3,СберИОС 001Р-435R 5Г SBERESGR,СберИОС435,SberIOS 001P-435R 5Y SBERESGR,1000.0,SUR,2021-07-19,RU000A103AM3,105362,stock_bonds,2026-07-23,0.5,,exchange_bond
RU000A100A58,Мобильные ТелеСистемы 001P-08,МТС 1P-08,MTS 001P-08,1000.0,SUR,2019-04-22,RU000A100A58,5000000,stock_bonds,2022-10-17,20.94,,exchange_bond
RU000A102BR2,СберИОС 001Р-375R 5Y СМШ,СберИОС375,SberIOS 001P-375R 5Y MIX,1000.0,SUR,2020-11-23,RU000A102BR2,517127,stock_bonds,2025-12-01,0.5,,exchange_bond
RU000A1008D7,РЖД ОАО БО 001Р-14R,РЖД 1Р-14R,RZD BO 001P-14R,1000.0,SUR,2019-04-04,RU000A1008D7,11000000,stock_bonds,2029-05-04,45.38,,exchange_bond
RU000A101TY2,ГлобалФактор.НетворкРус обПК06,ГлобалФактор.НетворкРус обПК06,GlobalFaktor.NetvorkRus obPK06,1000.0,RUB,,RU000A101TY2,175000000,stock_bonds,2025-06-17,32.41,,non_exchange_bond
RU000A0JUAT3,Вертолеты России об. БО-02,ВертолетБ2,Russian Helicopter BO-02,1000.0,SUR,2013-11-28,RU000A0JUAT3,5000000,stock_bonds,2023-11-16,37.4,,exchange_bond
US156700AM80,"CenturyLink, Inc 7.6 15/9/39",CL-39,"CenturyLink, Inc 7.6 15/9/39",1000.0,USD,2009-09-21,US156700AM80,800000,stock_bonds,2039-09-15,38.0,,corporate_bond
RU000A0ZYU54,Держава-Платформа БО-01Р-01,ДерПлат1P1,Derzhava-Platforma BO-01P-01,1000.0,SUR,2018-02-21,RU000A0ZYU54,1000000,stock_bonds,2023-02-15,39.89,,exchange_bond
RU000A103F68,РЕСО-Лизинг ООО БО-П-19,РЕСОЛиБП19,RESO-LEASING BO-P-19,1000.0,SUR,2021-07-22,RU000A103F68,300000,stock_bonds,2024-07-06,6.82,,exchange_bond
RU000A1021P4,СберИОС 001Р-309R 5Г ВП,СберИОС309,SberIOS 001P-309R 5Y PP,1000.0,SUR,2020-08-20,RU000A1021P4,644776,stock_bonds,2025-08-20,0.5,,exchange_bond
RU000A0ZYU39,Лидер-Инвест АО БО-П02,ЛидерИнБП2,Lider-Invest BO-P02,1000.0,SUR,2018-02-21,RU000A0ZYU39,5000000,stock_bonds,2023-02-15,39.64,,exchange_bond
RU000A101U95,ДОМ.РФ Ипотечный агент 14-002P,ИА ДОМ14P2,DOM.RF Mortgage agent 14-002P,678.11,SUR,2020-06-26,RU000A101U95,6652643,stock_bonds,2047-05-28,9.83,,corporate_bond
RU000A101TX4,ГлобалФактор.НетворкРус обПК05,ГлобалФактор.НетворкРус обПК05,GlobalFaktor.NetvorkRus obPK05,1000.0,RUB,,RU000A101TX4,160000000,stock_bonds,2025-06-17,32.41,,non_exchange_bond
